chinese,english
请 在 下 一个 十字路口 右转,Turn right at the next intersection
小心 在 那裡 有 一個 大洞,Watch out There's a big hole there
我們 將要 去 爬 那座 山,We are going to climb that mountain
我們 不能 永遠 把 它當 秘密 守住,We can't keep this a secret forever
我们 谈论 了 各种各样 的 话题,We discussed a wide range of topics
我们 发现 他 是 她 的 父亲,We found out that he was her father
我們 發現 這些 床 很 舒服,We found the beds quite comfortable
我們 發現 了 沙灘 上 的 腳印,We found the footprints in the sand
我們 開出 了 一條 穿過 森林 的 小路,We hacked a path through the forest
我們 激烈 的 討論 了 這個 問題,We had a heated discussion about it
2 月 我们 有个 短期 休假,We had a short vacation in February
我们 偶然 乘上 了 同 一辆 列车,We happened to be on the same train
我們 一週 有 五堂 英語 課,We have five English lessons a week
我們 有 我們 必須 解決 的 問題,We have issues we have to deal with
我們 盡力 地 利用 了 這個 機會,We made the most of the opportunity
我們 把 牛奶 製 成 乳酪 和 奶油,We make milk into cheese and butter
我们 常 把 黑色 跟 死亡 联系 起来,We often associate black with death
我们 看见 地面 被 雪 覆盖 了,We saw the ground covered with snow
过去 我们 每个 周末 都 去 溜冰,We used to go skating every weekend
我们 挤进 了 那间 小房间 里,We were crowded into the small room
我们 偶然间 乘 了 同一 列 列车,We were on the same train by chance
你 一 准备 好 我们 就 走,We'll leave as soon as you're ready
我们 要 从 波士顿 飞往 芝加哥,We're flying from Boston to Chicago
我們 從 前 從 沒 有過 這個 問題,We've never had this problem before
你 通常 晚飯 後 做 什麼,What do you usually do after dinner
关于 那个 你 有 什么 看法,What is your opinion on this matter
你 对 这件 事有 什么 看法,What is your opinion on this matter
要 怎么 才能 把 他 拉下马,What will it take to bring him down
您 什么 时候 开始 学 英语 的,When did you begin studying English
你们 什么 时候 开始 学 英语 的,When did you begin studying English
你 什么 时候 开始 学 英语 的,When did you begin studying English
我 看书 的 时候 睡着 了,While reading a book I fell asleep
那个 穿 棕色 大衣 的 女人 是 谁,Who is that woman in the brown coat
站 在 那儿 的 女孩 是 谁,Who is the girl standing over there
穿黃色 雨衣 的 女孩 是 誰,Who's the girl in a yellow raincoat
为什么 汤姆 不 需要 去 波士顿,Why didn't Tom need to go to Boston
为什么 你 今天 没有 把 帽子 带来,Why didn't you bring your hat today
你 到底 为什么 要 这么 做,Why exactly did you need to do that
把 你 的 字典 借給 我 好 嗎,Will you lend your dictionary to me
用 纸巾 把 那口 锅 擦干,Wipe the pan dry with a paper towel
你 能 借 我些 钱 吗,Would you please lend me some money
你 可以 免費 擁有 這支手 錶,You can have this watch for nothing
你 没 必要 马上 去 做,You don't have to do it immediately
你 不 喜歡 愛情 故事 是 嗎,You don't like love stories do you
你 有 如此 美麗 的 淡褐色 眼睛,You have such beautiful hazel eyes
你 和 你 哥哥 长得 一模一样,You look just like your big brother
你 應該 為 你 自己 感到 羞恥,You ought to be ashamed of yourself
你 應該 到 我們 的 派 對 的,You ought to have come to our party
你 本 应该 接受 他 的 建议,You should have accepted his advice
你 應該 考慮 他們 的 宗教,You should think of their religions
你 该 早 一点 来 的,You should've come a little earlier
你 應該 來 跟 我 說,You should've come and talked to me
你 最好 不要 開 了 我的車,You'd better not have driven my car
你 哥哥 結婚 了 不是 嗎,Your brother got married didn't he
你 的 作文 有 一些 錯誤,Your composition has a few mistakes
你 怎么样 我 很 好 谢谢,How are you I'm fine thank you
汤姆 不 在 那儿 那么 他 在 哪儿,Tom isn't here Then where is he
我 该 做 什么 呢 我 自言自语 道,What should I do I said to myself
一个 绅士 是 不会 做 这种 事 的,A gentleman wouldn't do such a thing
他們 所有 的 秘密 都 已經 被 揭曉了,All their secrets have been revealed
幾乎 所有 的 學生 喜歡 英語,Almost all the students like English
任何 學生 都 可以 回答 這個 問題,Any student can answer that question
你 确定 汤姆 现在 在 澳洲 吗,Are you sure Tom is in Australia now
汤姆 和玛丽 都 不 说 法语,Both Tom and Mary can't speak French
奶油 和 乳酪 是 由 牛奶 做成 的,Butter and cheese are made from milk
你 明天 可以 來 參加會議 嗎,Can you come to the meeting tomorrow
巧克力 的 鐵質 含量 比 菠菜 還要 多,Chocolate has more iron than spinach
巧克力 含有 比 菠菜 更 多 的 鐵質,Chocolate has more iron than spinach
你 能 来 参加 明天 的 会议 吗,Could you come to tomorrow's meeting
請 你 在 這本書 上 簽名 好 嗎,Could you please autograph this book
你 告诉 汤姆 那 是 紧急情况 了 吗,Did Tom tell you it was an emergency
你 自己 做 回家 作業 的 嗎,Did you do your homework by yourself
你 故意 犯 那個 錯 的 嗎,Did you make that mistake on purpose
你 见到 今天 早上 的 彩虹 了 吗,Did you see the rainbow this morning
你 告訴 湯姆 你 的 問題 了 嗎,Did you tell Tom about your problems
你 在 圣誕節 去 教堂 嗎,Do you go to church on Christmas Day
你 知道 她 会 说 英语 吗,Do you know if she can speak English
您 知道 这个 词 的 意思 吗,Do you know the meaning of this word
你 真想 搬 去 波士 頓,Do you really want to move to Boston
你 认为 我们 会 遇到 好 天气 吗,Do you think we'll have good weather
不要 放 任何 東西 在 箱子 上面,Don't put anything on top of the box
盒子 上面 不要 放 任何 東西,Don't put anything on top of the box
别 告诉 任何人 我 尿床 了,Don't tell anyone that I wet the bed
吃 生蛋 可能 是 危險 的,Eating raw eggs could be bad for you
每個 人 都 知道 我 不 喜歡 湯姆,Everyone knows that I don't like Tom
不好意思 请问 我 可以 开窗 吗,Excuse me but may I open the window
爸爸 出去 了 但 妈妈 在家,Father is out but Mother is at home
搭飛機 是 最快 的 旅行 方式,Flying is the quickest way to travel
一般 來 說   男人 比 女人 跑得快,Generally men run faster than women
给 我 从 浴室 拿 几条 毛巾 来,Get me some towels from the bathroom
你 读完 那本 小说 了 吗,Have you finished reading that novel
他 既会 打网球 又 会 打 棒球,He can play both tennis and baseball
他 在 火旁 烘干 他 的 湿 衣服,He dried his wet clothes by the fire
他 在 五年 前 創立 了 這所學校,He founded the school five years ago
他 在 一場 交通 意外 中受 了傷,He got injured in a traffic accident
他 留给 他 女儿 一大笔 财产,He left his daughter a great fortune
他 把 耳朵 貼 在 門上 聽,He listened with his ear to the door
他 大半生 都 住 在 国外,He lived abroad for much of his life
他 在 意外 中 失明 了,He lost his eyesight in the accident
他 每 週六 和 他 的 女朋友 見面,He meets his girlfriend on Saturdays
他 勉強 同意 了 我 的 建議,He reluctantly agreed to my proposal
他給 她 選 了 件 聖 誕禮物,He selected a Christmas gift for her
他給 他 兒子講 了 一個 有趣 的 故事,He told his son an interesting story
他 迅速 瞥 了 一眼 杂志,He took a quick look at the magazine
他試 著統 一 不同 的 團體,He tried to unify the various groups
他 睡着 的 时候 打呼声 很响,He was snoring loudly while he slept
他 正 遭受 严重 头痛 的 困扰,He was suffering from a bad headache
你 正在 找 的 書 在 這裡,Here is the book you are looking for
你好 我 叫 汤姆 你 叫 什么,Hi my name is Tom What's your name
他 的 辦 公室 離車 站 很 近,His office is near the train station
他 的 思維 方式 很 幼稚,His way of thinking is very childish
我們 怎麼 付得 起 這種 地方 的 錢,How can you afford a place like this
你 打算 在 这儿 待 多久,How long do you plan on staying here
快点 不然 你 就要 错过 火车 了,Hurry up or you will miss the train
我 孤单 的 时候 总会 想起 他,I always think of him when I'm alone
我 對 這位 作者 的 名字 很 熟悉,I am familiar with the author's name
我 對 這 附近 很 熟悉,I am familiar with this neighborhood
我 很 关心 他 的 健康,I am very concerned about his health
我 天黑 之前 到达 了 村庄,I arrived at the village before dark
我 幾乎 無法 了解 他 說 的 話,I can hardly understand what he says
我 没有 抓到 他 演讲 的 重点,I didn't get the point of his speech
这 一点 我 不 赞成 你,I don't agree with you on this point
我 再也 不 知道 該信 甚麼 了,I don't know what to believe anymore
我 不 喜欢 以 这种 方式 被 对待,I don't like being treated like this
我 不是 很 喜歡 那裡 的 商店,I don't really like the stores there
我 不 認為 湯姆 相信 許多人,I don't think Tom trusts many people
我 認為 這 不是 湯姆 的 傘,I don't think this is Tom's umbrella
我 认为 我们 不能 再 等 了,I don't think we can wait any longer
我 不 想要 汤姆 给 我 的 礼物,I don't want the present Tom gave me
我 不 愿意 勾起 久远 的 回忆,I don't want to stir up old memories
我 前一天 丢 了 一台 相机,I had lost a camera the previous day
我 从没 读过 那么 恐怖 的 小说,I have never read such a scary novel
我 没有 特别 的 理由 去 做,I have no particular reason to do so
这个 犯罪 和 我 一点 关系 都 没有,I have nothing to do with that crime
我 必须 马上 和 你 说话,I have to speak with you immediately
我 只 覺得 我 應該 再 檢查 一遍,I just thought I should double check
我 知道 这 对 您 来说 很 重要,I know that this is important to you
我 知道 這對 於 你 不 容易,I know this hasn't been easy for you
我 跟 你 哥哥 很 熟,I know your older brother quite well
我 喜欢 狗 我 妹妹 喜欢 猫,I like dogs and my sister likes cats
我 自己 搞定 修好 了 我 的 车,I managed to repair my car by myself
我 从 英国 订 了 好几 本书,I ordered several books from England
我用 两千 日元 买 了 这 本书,I paid two thousand yen for the book
我 记得 好像 在 哪里 见 过 她,I remember having seen her somewhere
我 记得 你 以前 跳舞 的 方式,I remember the way you used to dance
我 上周 幾乎 天天 見 到 湯姆,I saw Tom almost every day last week
我 上周 开始 学 中文 了,I started learning Chinese last week
我 仍然 無法 相信 你 結婚 了,I still can't believe you're married
我 赢得 了 我 想要 的,I succeeded in getting what I wanted
我 成功 地 得到 了 我 想要 的,I succeeded in getting what I wanted
我 忽然 想起 了 我 死去 的 妈妈,I suddenly thought of my dead mother
我 怀疑 汤姆 已经 厌烦 这么 做 了,I suspect Tom is tired of doing that
我覺 得 我 有點 要 發燒 了,I think I'm coming down with a fever
我 認為 湯姆 可能 很 喜歡 你,I think Tom probably likes you a lot
我 认为 汤姆 会 睡 到 中午,I thought Tom would sleep until noon
我 只 想 注意 积极 方面,I want to just focus on the positive
我 對 他 的 問題 感到 很 困惑,I was very confused by his questions
我 對 他 的 問題 感到 非常 困惑,I was very confused by his questions
我 不 知道 湯姆 在 睡覺,I wasn't aware that Tom was sleeping
我 很快 樂能 參加 你 的 派 對,I will be happy to attend your party
